,NO2,PM2.5,PM10,O3
2024-04-19,5.1329,6.2439,12.6433,77.215
2024-04-20,4.7887,8.9407,13.07,81.82
2024-04-21,5.4338,7.2069,9.0167,78.1262
2024-04-22,14.6358,8.8454,7.47,69.0479
2024-04-23,16.0796,8.9758,8.4833,69.1321
2024-04-24,8.1717,7.327,11.31,79.4078
2024-04-25,7.9446,9.1864,9.39,75.3479
2024-04-26,5.2367,5.8344,5.8167,79.5821
2024-04-27,9.2567,9.5424,7.9361,53.2704
2024-04-28,5.4662,4.3585,6.1367,76.0622
2024-04-29,16.6717,7.5945,7.7367,50.23
2024-04-30,15.6238,11.6643,11.63,51.3671
2024-05-01,20.9437,18.3171,26.7233,67.1579
2024-05-02,12.0058,20.0538,34.51,65.9496
2024-05-03,8.7407,9.8834,6.0513,57.9433
2024-05-04,,10.8489,,
2024-05-05,,7.4772,,
2024-05-06,15.1667,9.2069,17.23,55.7012
2024-05-07,13.7479,9.5824,9.07,73.6958
2024-05-08,16.7138,9.3253,8.27,61.0496
2024-05-09,20.8579,13.6498,10.4404,52.8975
2024-05-10,17.9708,17.0472,16.59,70.037
2024-05-11,12.8929,10.3062,14.6143,65.8983
2024-05-12,11.2621,11.9163,11.6582,83.2333
2024-05-13,15.7675,10.814,13.6033,64.0146
2024-05-14,17.3908,11.018,14.4567,63.7452
2024-05-15,17.15,13.4367,14.1367,50.715
2024-05-16,13.4525,10.9178,17.9535,57.9725
2024-05-17,15.8267,19.7401,10.0833,60.8067
2024-05-18,20.3404,15.4582,29.3367,61.8913
2024-05-19,22.72,13.8605,25.07,67.4983
2024-05-20,9.9267,9.8932,16.0567,67.215
2024-05-21,21.7908,9.1155,22.35,46.7438
2024-05-22,7.6292,8.3499,8.0567,75.4739
2024-05-23,8.2771,11.6046,13.55,68.5862
2024-05-24,24.1079,15.5174,16.91,34.8221
2024-05-25,9.0438,9.9099,3.7367,70.8183
2024-05-26,6.803,9.1645,8.6967,62.0717
2024-05-27,3.8108,6.5583,7.8967,70.1054
2024-05-28,6.5304,7.0286,8.0567,66.7542
2024-05-29,3.5754,6.3764,10.35,63.1883
2024-05-30,5.0833,7.0538,6.83,61.4487
2024-05-31,6.7792,8.1825,12.6967,75.1221
2024-06-01,4.8971,11.6968,21.07,69.1625
2024-06-02,1.41,14.3571,19.8967,87.0788
2024-06-03,8.1883,10.635,12.0033,58.3661
2024-06-04,8.51,12.6199,14.4033,56.4104
2024-06-05,5.3408,9.88,12.9633,62.4608
2024-06-06,8.6896,14.2578,19.8433,54.2217
2024-06-07,7.465,15.3611,15.0433,58.487
2024-06-08,7.1062,9.6692,11.5233,53.8921
2024-06-09,2.3658,8.2762,8.8567,57.6567
2024-06-10,6.4175,5.8443,10.0509,55.505
2024-06-11,3.645,4.347,10.3848,60.9074
2024-06-12,8.8462,2.0541,7.7135,56.8904
2024-06-13,10.005,9.4001,13.07,57.8758
2024-06-14,7.307,6.2179,7.2033,58.19
2024-06-15,4.9883,3.85,7.6833,58.8
2024-06-16,3.8826,4.608,10.83,53.3379
2024-06-17,6.1261,5.9987,13.07,66.6492
2024-06-18,22.833,6.4403,17.1233,29.4304
2024-06-19,11.8079,3.9253,13.5064,59.2226
2024-06-20,9.284,6.6738,8.3813,53.172
2024-06-21,18.5812,7.6382,18.9367,42.4542
2024-06-22,4.0204,6.5162,9.87,63.8954
2024-06-23,11.6621,6.8091,15.95,54.6891
2024-06-24,20.3922,6.6898,16.6967,68.5067
2024-06-25,10.0858,9.2491,20.2167,81.8208
2024-06-26,12.1867,9.3336,22.6167,89.0725
2024-06-27,10.67,10.6951,25.6891,80.0109
2024-06-28,3.9358,5.9914,18.67,59.875
2024-06-29,10.0579,6.5404,20.5135,70.3046
2024-06-30,9.9788,4.4366,14.1367,60.9888
2024-07-01,6.3129,4.8508,12.8567,52.1574
2024-07-02,6.6188,4.9789,14.2967,45.5529
2024-07-03,6.6737,3.6518,10.03,51.715
2024-07-04,3.5725,6.3252,12.91,62.6704
2024-07-05,7.0304,7.3973,14.03,43.613
2024-07-06,7.0746,3.952,12.6433,47.7012
2024-07-07,5.105,5.2444,13.6126,49.1475
2024-07-08,7.4571,4.9377,8.3233,49.0992
2024-07-09,13.9883,6.9917,16.4833,54.2209
2024-07-10,7.1558,4.0672,17.169,47.1687
2024-07-11,7.1312,4.2212,9.71,54.6767
2024-07-12,9.7871,3.1609,9.55,43.1513
2024-07-13,2.1267,1.6751,5.6567,57.2891
2024-07-14,4.9862,6.1358,7.47,65.7517
2024-07-15,10.5304,7.3079,16.3396,58.5812
2024-07-16,4.5742,3.9428,15.4491,62.1825
2024-07-17,7.7354,5.3762,17.6752,56.2191
2024-07-18,12.2821,11.2459,18.677,64.5558
2024-07-19,13.1983,10.7752,26.19,70.0938
2024-07-20,13.8083,9.6281,23.0433,76.6583
2024-07-21,20.1425,5.7791,17.7633,31.2596
2024-07-22,5.8975,4.9527,11.63,45.8288
2024-07-23,6.2083,3.0297,7.79,44.4325
2024-07-24,13.0225,3.7995,14.51,48.6962
2024-07-25,12.2222,7.3385,12.3944,37.4538
2024-07-26,,4.631,18.03,50.9933
2024-07-27,,5.909,5.71,34.6953
2024-07-28,,4.871,,43.23
2024-07-29,,7.8127,,74.2773
2024-07-30,14.9491,9.1356,,80.6221
2024-07-31,7.9546,7.9537,23.118,78.8029
2024-08-01,6.258299827575684,10.491700172424316,7.75,79.33329772949219
2024-08-02,9.487500190734863,10.0625,6.199999809265137,60.0
2024-08-03,7.429200172424316,9.445799827575684,5.550000190734863,66.125
2024-08-04,7.0625,7.508299827575684,5.304200172424316,64.66670227050781
2024-08-05,6.962500095367432,9.92080020904541,5.574999809265137,58.79169845581055
2024-08-06,10.508299827575684,11.533300399780273,7.612500190734863,63.04169845581055
2024-08-07,9.899999618530273,12.27079963684082,9.20829963684082,84.875
2024-08-08,8.870800018310547,10.087499618530273,6.945799827575684,69.20829772949219
2024-08-09,10.758299827575684,12.433300018310547,7.966700077056885,64.70829772949219
2024-08-10,6.820799827575684,10.699999809265137,7.025000095367432,75.41670227050781
2024-08-11,5.254199981689453,9.550000190734863,6.191699981689453,65.75
2024-08-12,9.870800018310547,10.07919979095459,6.4166998863220215,69.29170227050781
2024-08-13,6.487500190734863,9.79580020904541,7.491700172424316,80.25
2024-08-14,6.779200077056885,10.725000381469727,8.625,93.625
2024-08-15,11.366700172424316,13.04170036315918,10.175000190734863,81.58329772949219
2024-08-16,9.341699600219727,12.475000381469727,8.425000190734863,72.95829772949219
2024-08-17,8.475000381469727,8.987500190734863,6.495800018310547,57.5
2024-08-18,4.099999904632568,6.7708001136779785,4.29580020904541,68.58329772949219
2024-08-19,5.162499904632568,11.20419979095459,8.125,76.5
2024-08-20,8.762499809265137,13.720800399780273,9.808300018310547,75.875
2024-08-21,6.42080020904541,10.074999809265137,6.870800018310547,68.04170227050781
2024-08-22,9.195799827575684,11.07919979095459,7.154200077056885,64.04170227050781
2024-08-23,8.933300018310547,10.512499809265137,7.404200077056885,75.29170227050781
2024-08-24,6.716700077056885,9.362500190734863,6.683300018310547,73.95829772949219
2024-08-25,7.387499809265137,7.4166998863220215,4.866700172424316,73.29170227050781
2024-08-26,14.066699981689453,10.5625,6.595799922943115,65.5
2024-08-27,11.029199600219727,12.287500381469727,9.39579963684082,71.41670227050781
2024-08-28,7.2083001136779785,12.283300399780273,9.662500381469727,85.20829772949219
2024-08-29,13.179200172424316,15.5625,12.17080020904541,92.0
2024-08-30,8.550000190734863,13.14169979095459,10.52079963684082,79.70829772949219
2024-08-31,3.7583000659942627,9.60830020904541,6.14169979095459,74.20829772949219
2024-09-01,4.037499904632568,9.52079963684082,6.345799922943115,67.66670227050781
2024-09-02,7.3958001136779785,12.370800018310547,9.487500190734863,72.29170227050781
2024-09-03,11.07919979095459,17.55419921875,13.89579963684082,86.16670227050781
2024-09-04,8.41670036315918,18.987499237060547,13.600000381469727,85.66670227050781
2024-09-05,4.883299827575684,37.295799255371094,15.82919979095459,77.54170227050781
2024-09-06,6.845799922943115,24.420799255371094,14.383299827575684,74.75
2024-09-07,6.783299922943115,26.654199600219727,18.362499237060547,80.875
2024-09-08,6.887499809265137,16.95829963684082,13.137499809265137,82.04170227050781
2024-09-09,12.08329963684082,9.741700172424316,7.866700172424316,60.66669845581055
2024-09-10,8.633299827575684,10.404199600219727,6.900000095367432,61.33330154418945
2024-09-11,10.654199600219727,8.012499809265137,5.441699981689453,52.70830154418945
2024-09-12,15.054200172424316,12.408300399780273,9.100000381469727,46.16669845581055
2024-09-13,6.57919979095459,8.475000381469727,5.7916998863220215,49.08330154418945
2024-09-14,2.608299970626831,6.120800018310547,2.799999952316284,70.08329772949219
2024-09-15,2.5625,4.133299827575684,2.4707999229431152,69.04170227050781
2024-09-16,4.125,7.3541998863220215,4.966700077056885,61.75
2024-09-17,6.287499904632568,12.949999809265137,9.091699600219727,59.29169845581055
2024-09-18,7.129199981689453,10.308300018310547,8.129199981689453,61.79169845581055
2024-09-19,6.14169979095459,11.845800399780273,9.283300399780273,66.91670227050781
2024-09-20,6.949999809265137,10.54170036315918,8.29580020904541,65.58329772949219
2024-09-21,7.724999904632568,9.962499618530273,8.529199600219727,65.5
2024-09-22,9.050000190734863,14.45829963684082,10.72920036315918,62.16669845581055
2024-09-23,17.379199981689453,17.82080078125,13.216699600219727,53.70830154418945
2024-09-24,17.61669921875,13.004199981689453,10.387499809265137,46.54169845581055
2024-09-25,10.445799827575684,5.991700172424316,4.5,60.91669845581055
2024-09-26,9.04170036315918,4.449999809265137,3.2249999046325684,62.91669845581055
2024-09-27,6.25,4.01669979095459,2.2291998863220215,59.91669845581055
2024-09-28,4.783299922943115,6.866700172424316,2.795799970626831,63.79169845581055
2024-09-29,8.320799827575684,10.133299827575684,4.5833001136779785,58.66669845581055
2024-09-30,7.699999809265137,8.67080020904541,5.449999809265137,57.625
2024-10-01,12.962499618530273,10.01669979095459,8.162500381469727,48.375
2024-10-02,9.02079963684082,9.712499618530273,8.629199981689453,46.5
2024-10-03,5.8333001136779785,3.8833000659942627,2.637500047683716,53.79169845581055
2024-10-04,5.637499809265137,4.929200172424316,3.3541998863220215,58.375
2024-10-05,10.35420036315918,6.9791998863220215,5.070799827575684,47.58330154418945
2024-10-06,12.879199981689453,9.808300018310547,7.691699981689453,38.5
2024-10-07,16.212499618530273,12.137499809265137,9.8125,37.5
2024-10-08,18.95829963684082,12.712499618530273,10.316699981689453,33.29169845581055
2024-10-09,12.17080020904541,6.3541998863220215,4.804200172424316,47.91669845581055
2024-10-10,9.0625,5.179200172424316,3.0208001136779785,53.20830154418945
2024-10-11,13.612500190734863,11.633299827575684,5.970799922943115,50.5
2024-10-12,13.191699981689453,11.79580020904541,7.525000095367432,45.5
2024-10-13,5.070799827575684,7.320799827575684,3.575000047683716,58.20830154418945
2024-10-14,14.66670036315918,11.783300399780273,5.9166998863220215,46.75
2024-10-15,17.212499618530273,11.26669979095459,6.57919979095459,40.125
2024-10-16,9.83329963684082,12.800000190734863,9.975000381469727,53.125
2024-10-17,10.27079963684082,10.212499618530273,7.875,54.70830154418945
